id_partecipante,timestamp,genere_preferito,lingua_preferita,anno_inizio,anno_fine,preferenza_popolarita,emozione_dichiarata,emozione_stimata,mood,numero_canzoni,song_id_1,song_id_2,song_id_3,song_id_4,song_id_5,song_id_6,song_id_7,gradimento_playlist,coerenza_emotiva,canzone_preferita,canzone_meno_preferita,canzoni_gia_conosciute,frequenza_ascolto_musica,commento,genere,eta,regione_residenza,istruzione
0001,2026-09-17T13:19:48+02:00,Hip-Hop,Inglese,2000,2025,Canzoni popolari,Felice,happy,happy,7,3GCdLUSnKSMJhs4Tj6CV3s,1zi7xx7UVEFkmKfv06H8x0,5mCPDVBb16L4XQwDdbRUpz,6LxSe8YmdPxy095Ux6znaQ,2XHzzp1j4IfTNp1FTn7YFg,4EWCNWgDS8707fNSZ1oaA5,6epn3r7S14KUqlReYr77hA,Per niente,Molto,"Love Me — [""Lil Wayne"", ""Drake"", ""Future""]","Heartless — [""Kanye West""]",5,Da 1 ora a meno di 2 ore,TUTTO BELLISSIMO!!!,Femmina,24,Emilia-Romagna,Laurea triennale
