id,name,album_name,artists,year,genre,popularity,mood,language,mood_distance
03zTah9AbbHjulAZiLPWAc,"Be Still, O My Soul",I Have A Dream (It Feels Like Home),"[""The City Harmonic""]",2011,Rock,0,Calm,english,2.6127377838360677
2FBd3ruW1khDYLs4oVFQ7g,Be Thou My Vision (Arr. Christopher Willcock),Abide with Me: A Treasury of Classic Hymns,"[""Traditional"", ""David Evans"", ""Christopher Willcock"", ""Mary E. Byrne"", ""Eleanor Henrietta Hull"", ""The Choir of Trinity College, Melbourne"", ""Jonathan Bradley"", ""Michael Leighton Jones""]",2006,Classical,20,Calm,english,2.289740834367791
68SyHgUiQQ9U5HynjGdpvp,Be True - Burial Remix,Re:Call to Mind,"[""Commix""]",2010,Electronic,15,Calm,english,3.640480031591266
01fc5SaKy5XLlvQrxiKpHE,"Be True, Be True Blues","Complete Recordings, CD C","[""Charley Patton""]",2002,Blues,0,Calm,english,1.24850312994716
1hJvk7UCRKFO9MkdfeecJh,Be the Moon,Wenn Der Regen Fällt,"[""Aura Hiemis""]",2020,Rock,0,Calm,english,1.6667691441482837
1tNj8qlGzIGGCHH25wZxAe,Be Thou My Vision,Be Thou My Vision: Sacred Music by John Rutter,"[""John Rutter"", ""The Cambridge Singers"", ""City of London Sinfonia""]",2004,Classical,0,Calm,english,2.3860715261720378
5NcAfS3vGniifg4MmNujyD,Be Thou My Vision (Arr. J. Rutter for Choir & Orchestra),Rutter: Te Deum & Other Church Music,"[""John Rutter"", ""The Cambridge Singers"", ""City of London Sinfonia""]",1990,Classical,0,Calm,english,2.3860715261720378
5iCGG8C9JM2aDPEt7gOibx,Be thou my vision,Rutter: A Double Celebration,"[""John Rutter"", ""The Cambridge Singers"", ""City of London Sinfonia""]",2014,Classical,4,Calm,english,2.3860715261720378
43cOiuGlEBCFGvfNFTNVWo,BeCarefulUpThere,BreathingExercise,"[""surrenderdorothy""]",2018,Hip-Hop,41,Calm,english,1.75897717519973
0Om3Y8qtC563a9zQP9N5sh,Beach Party Tonight,Summer Sun,"[""Yo La Tengo""]",2003,Pop,25,Calm,english,1.3814255762905632
7L8lXMsUjO7WF1a0zSWwVe,Beach Towers,Suitcase 2,"[""Guided By Voices""]",2005,Pop,1,Calm,english,4.229408179294981
0pI94mNGqzsMgGdwPXXfT1,Beale Street Blues - Remastered 2002,Walk Right In (When the Sun Goes Down series),"[""Alberta Hunter""]",2002,Blues,0,Calm,english,2.0287213515226696
26LhRX14NVlUUp2J3NuPYd,Beast For Thee,Superwolf,"[""Bonnie Prince Billy"", ""Matt Sweeney""]",2005,Country,22,Calm,english,2.5036549616358004
2qetFd6w1tHmxY2Fffoi8E,Beast For Thee,When We Are Inhuman,"[""Bonnie Prince Billy"", ""Bryce Dessner"", ""eighth blackbird""]",2019,Classical,0,Calm,english,2.139437643267445
12iOM7n1XHIdxK1fRBJMs7,Beat,Beat,"[""Bowery Electric""]",1996,Rock,39,Calm,english,1.9861988288127588
1YduyAYE0FECHZkg6WxUxe,Beautiful,Mandy Patinkin Sings Sondheim,"[""Mandy Patinkin""]",2002,Classical,2,Calm,english,2.60283317594014
2Ike61tcQmICaagD7cpiVR,Beautiful,A Hero Will Rise,"[""Future World Music""]",2012,Classical,24,Calm,english,3.025604971698071
